1, none, regions_unexplored:alpha_grove, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1258, none, regions_unexplored:icy_desert, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1259, none, regions_unexplored:icy_desert, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1260, none, regions_unexplored:icy_desert, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1261, none, regions_unexplored:icy_desert, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1262, none, regions_unexplored:icy_desert, CREATURE, alexsmobs:moose, 10, 3, 4
1263, none, regions_unexplored:icy_desert, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
1264, none, regions_unexplored:icy_desert, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1265, none, regions_unexplored:icy_desert, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1266, none, regions_unexplored:icy_desert, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1267, none, regions_unexplored:icy_desert, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1268, none, regions_unexplored:icy_desert, AMBIENT, alexsmobs:fly, 10, 2, 3
1269, none, regions_unexplored:icy_desert, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1270, none, regions_unexplored:icy_desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1271, none, regions_unexplored:icy_heights, MONSTER, graveyard:nightmare, 10, 1, 1
1272, none, regions_unexplored:icy_heights, MONSTER, graveyard:revenant, 25, 5, 8
1273, none, regions_unexplored:icy_heights, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1274, none, regions_unexplored:icy_heights, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1275, none, regions_unexplored:icy_heights, MONSTER, alexsmobs:farseer, 30, 1, 1
1276, none, regions_unexplored:icy_heights, MONSTER, alexsmobs:murmur, 10, 1, 1
1277, none, regions_unexplored:icy_heights, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1278, none, regions_unexplored:icy_heights, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1279, none, regions_unexplored:icy_heights, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1280, none, regions_unexplored:icy_heights, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1281, none, regions_unexplored:icy_heights, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1282, none, regions_unexplored:icy_heights, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
1283, none, regions_unexplored:icy_heights, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1284, none, regions_unexplored:icy_heights, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1285, none, regions_unexplored:icy_heights, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1286, none, regions_unexplored:icy_heights, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1287, none, regions_unexplored:icy_heights, AMBIENT, alexsmobs:fly, 10, 2, 3
1288, none, regions_unexplored:icy_heights, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1289, none, regions_unexplored:icy_heights, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1290, none, nyctocosm:infernal_chasms, MONSTER, alexsmobs:farseer, 30, 1, 1
1291, extreme_hills, minecraft:jagged_peaks, MONSTER, graveyard:nightmare, 10, 1, 1
1292, extreme_hills, minecraft:jagged_peaks, MONSTER, graveyard:revenant, 25, 5, 8
1293, extreme_hills, minecraft:jagged_peaks, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1294, extreme_hills, minecraft:jagged_peaks, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1295, extreme_hills, minecraft:jagged_peaks, MONSTER, alexsmobs:farseer, 30, 1, 1
1296, extreme_hills, minecraft:jagged_peaks, MONSTER, alexsmobs:murmur, 10, 1, 1
1297, extreme_hills, minecraft:jagged_peaks, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1298, extreme_hills, minecraft:jagged_peaks, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1299, extreme_hills, minecraft:jagged_peaks, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1300, extreme_hills, minecraft:jagged_peaks, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1301, extreme_hills, minecraft:jagged_peaks, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1302, extreme_hills, minecraft:jagged_peaks, CREATURE, alexsmobs:sunbird, 10, 1, 1
1303, extreme_hills, minecraft:jagged_peaks, CREATURE, alexsmobs:snow_leopard, 18, 1, 2
1304, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1305, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1306, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1307, extreme_hills, minecraft:jagged_peaks, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1308, extreme_hills, minecraft:jagged_peaks, AMBIENT, alexsmobs:fly, 10, 2, 3
1309, extreme_hills, minecraft:jagged_peaks, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1310, extreme_hills, minecraft:jagged_peaks, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1311, none, regions_unexplored:joshua_desert, MONSTER, graveyard:nightmare, 10, 1, 1
1312, none, regions_unexplored:joshua_desert, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1313, none, regions_unexplored:joshua_desert, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1314, none, regions_unexplored:joshua_desert, MONSTER, alexsmobs:guster, 35, 1, 2
1315, none, regions_unexplored:joshua_desert, MONSTER, alexsmobs:farseer, 30, 1, 1
1316, none, regions_unexplored:joshua_desert, MONSTER, alexsmobs:murmur, 10, 1, 1
1317, none, regions_unexplored:joshua_desert, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1318, none, regions_unexplored:joshua_desert, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1319, none, regions_unexplored:joshua_desert, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1320, none, regions_unexplored:joshua_desert, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1321, none, regions_unexplored:joshua_desert, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1322, none, regions_unexplored:joshua_desert, CREATURE, alexsmobs:roadrunner, 10, 2, 2
1323, none, regions_unexplored:joshua_desert, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
1324, none, regions_unexplored:joshua_desert, CREATURE, alexsmobs:tarantula_hawk, 10, 1, 1
1325, none, regions_unexplored:joshua_desert, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1326, none, regions_unexplored:joshua_desert, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1327, none, regions_unexplored:joshua_desert, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1328, none, regions_unexplored:joshua_desert, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1329, none, regions_unexplored:joshua_desert, AMBIENT, alexsmobs:fly, 10, 2, 3
1330, none, regions_unexplored:joshua_desert, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1331, none, regions_unexplored:joshua_desert, AMBIENT, alexsmobs:jerboa, 12, 1, 3
1332, none, regions_unexplored:joshua_desert, AMBIENT, alexsmobs:rain_frog, 10, 1, 3
1333, none, regions_unexplored:joshua_desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1334, none, regions_unexplored:joshua_desert, WATER_AMBIENT, alexsmobs:triops, 10, 2, 6
1335, jungle, minecraft:jungle, MONSTER, graveyard:ghoul, 25, 2, 5
1336, jungle, minecraft:jungle, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1337, jungle, minecraft:jungle, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1338, jungle, minecraft:jungle, MONSTER, alexsmobs:farseer, 30, 1, 1
1339, jungle, minecraft:jungle, MONSTER, alexsmobs:murmur, 10, 1, 1
1340, jungle, minecraft:jungle, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1341, jungle, minecraft:jungle, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1342, jungle, minecraft:jungle, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1343, jungle, minecraft:jungle, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1344, jungle, minecraft:jungle, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1345, jungle, minecraft:jungle, CREATURE, alexsmobs:hummingbird, 19, 7, 7
1346, jungle, minecraft:jungle, CREATURE, alexsmobs:gorilla, 25, 7, 7
1347, jungle, minecraft:jungle, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 12
1348, jungle, minecraft:jungle, CREATURE, alexsmobs:toucan, 23, 5, 5
1349, jungle, minecraft:jungle, CREATURE, alexsmobs:anteater, 10, 1, 3
1350, jungle, minecraft:jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1351, jungle, minecraft:jungle, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1352, jungle, minecraft:jungle, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1353, jungle, minecraft:jungle, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1354, jungle, minecraft:jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
1355, jungle, minecraft:jungle, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1356, jungle, minecraft:jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1357, ocean, minecraft:lukewarm_ocean, MONSTER, alexsmobs:farseer, 30, 1, 1
1358, ocean, minecraft:lukewarm_ocean, MONSTER, cataclysm:deepling_angler, 10, 1, 3
1359, ocean, minecraft:lukewarm_ocean, MONSTER, cataclysm:deepling_brute, 10, 1, 1
1360, ocean, minecraft:lukewarm_ocean, MONSTER, cataclysm:deepling, 10, 1, 3
1361, ocean, minecraft:lukewarm_ocean, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1362, ocean, minecraft:lukewarm_ocean, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1363, ocean, minecraft:lukewarm_ocean, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1364, ocean, minecraft:lukewarm_ocean, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1365, ocean, minecraft:lukewarm_ocean, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1366, ocean, minecraft:lukewarm_ocean, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1367, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1368, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1369, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1370, ocean, minecraft:lukewarm_ocean, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1371, ocean, minecraft:lukewarm_ocean, AMBIENT, alexsmobs:fly, 10, 2, 3
1372, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
1373, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1374, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, alexsmobs:flying_fish, 10, 3, 6
1375, none, regions_unexplored:lupine_plains, MONSTER, graveyard:nightmare, 10, 1, 1
1376, none, regions_unexplored:lupine_plains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1377, none, regions_unexplored:lupine_plains, MONSTER, alexsmobs:farseer, 30, 1, 1
1378, none, regions_unexplored:lupine_plains, MONSTER, alexsmobs:murmur, 10, 1, 1
1379, none, regions_unexplored:lupine_plains, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1380, none, regions_unexplored:lupine_plains, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1381, none, regions_unexplored:lupine_plains, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1382, none, regions_unexplored:lupine_plains, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1383, none, regions_unexplored:lupine_plains, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1384, none, regions_unexplored:lupine_plains, CREATURE, alexsmobs:raccoon, 10, 2, 4
1385, none, regions_unexplored:lupine_plains, CREATURE, alexsmobs:crow, 10, 3, 5
1386, none, regions_unexplored:lupine_plains, CREATURE, alexsmobs:bison, 10, 6, 10
1387, none, regions_unexplored:lupine_plains, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1388, none, regions_unexplored:lupine_plains, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1389, none, regions_unexplored:lupine_plains, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1390, none, regions_unexplored:lupine_plains, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1391, none, regions_unexplored:lupine_plains, AMBIENT, alexsmobs:fly, 10, 2, 3
1392, none, regions_unexplored:lupine_plains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1393, none, regions_unexplored:lupine_plains, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1394, none, minecraft:lush_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1395, none, minecraft:lush_caves, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1396, none, minecraft:lush_caves, MONSTER, alexsmobs:farseer, 30, 1, 1
1397, none, minecraft:lush_caves, MONSTER, alexsmobs:murmur, 10, 1, 1
1398, none, minecraft:lush_caves, MONSTER, fromtheshadows:froglin, 25, 1, 2
1399, none, minecraft:lush_caves, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1400, none, minecraft:lush_caves, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1401, none, minecraft:lush_caves, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1402, none, minecraft:lush_caves, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1403, none, minecraft:lush_caves, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1404, none, minecraft:lush_caves, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1405, none, minecraft:lush_caves, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1406, none, minecraft:lush_caves, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1407, none, minecraft:lush_caves, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1408, none, minecraft:lush_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
1409, none, minecraft:lush_caves, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1410, none, minecraft:lush_caves, AMBIENT, alexsmobs:flutter, 13, 2, 4
1411, none, minecraft:lush_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1412, none, regions_unexplored:lush_delta, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1413, none, regions_unexplored:lush_delta, MONSTER, alexsmobs:farseer, 30, 1, 1
1414, none, regions_unexplored:lush_delta, MONSTER, alexsmobs:murmur, 10, 1, 1
1415, none, regions_unexplored:lush_delta, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1416, none, regions_unexplored:lush_delta, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1417, none, regions_unexplored:lush_delta, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1418, none, regions_unexplored:lush_delta, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1419, none, regions_unexplored:lush_delta, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1420, none, regions_unexplored:lush_delta, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1421, none, regions_unexplored:lush_delta, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1422, none, regions_unexplored:lush_delta, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1423, none, regions_unexplored:lush_delta, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1424, none, regions_unexplored:lush_delta, AMBIENT, alexsmobs:fly, 10, 2, 3
1425, none, regions_unexplored:lush_delta, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1426, none, regions_unexplored:lush_delta, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1427, none, regions_unexplored:lush_hills, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1428, none, regions_unexplored:lush_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1429, none, regions_unexplored:lush_hills, MONSTER, alexsmobs:farseer, 30, 1, 1
1430, none, regions_unexplored:lush_hills, MONSTER, alexsmobs:murmur, 10, 1, 1
1431, none, regions_unexplored:lush_hills, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1432, none, regions_unexplored:lush_hills, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1433, none, regions_unexplored:lush_hills, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1434, none, regions_unexplored:lush_hills, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1435, none, regions_unexplored:lush_hills, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1436, none, regions_unexplored:lush_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1437, none, regions_unexplored:lush_hills, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1438, none, regions_unexplored:lush_hills, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1439, none, regions_unexplored:lush_hills, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1440, none, regions_unexplored:lush_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
1441, none, regions_unexplored:lush_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1442, none, regions_unexplored:lush_hills, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1443, swamp, minecraft:mangrove_swamp, MONSTER, graveyard:ghoul, 25, 2, 5
1444, swamp, minecraft:mangrove_swamp, MONSTER, graveyard:nightmare, 10, 1, 1
1445, swamp, minecraft:mangrove_swamp, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1446, swamp, minecraft:mangrove_swamp, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1447, swamp, minecraft:mangrove_swamp, MONSTER, alexsmobs:farseer, 30, 1, 1
1448, swamp, minecraft:mangrove_swamp, MONSTER, alexsmobs:murmur, 10, 1, 1
1449, swamp, minecraft:mangrove_swamp, MONSTER, fromtheshadows:bulldrogioth, 10, 1, 1
1450, swamp, minecraft:mangrove_swamp, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1451, swamp, minecraft:mangrove_swamp, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1452, swamp, minecraft:mangrove_swamp, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1453, swamp, minecraft:mangrove_swamp, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1454, swamp, minecraft:mangrove_swamp, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1455, swamp, minecraft:mangrove_swamp, CREATURE, alexsmobs:crocodile, 20, 1, 2
1456, swamp, minecraft:mangrove_swamp, CREATURE, alexsmobs:capuchin_monkey, 28, 9, 12
1457, swamp, minecraft:mangrove_swamp, CREATURE, alexsmobs:anaconda, 12, 1, 1
1458, swamp, minecraft:mangrove_swamp, CREATURE, alexsmobs:mudskipper, 28, 2, 4
1459, swamp, minecraft:mangrove_swamp, CREATURE, alexsmobs:caiman, 29, 2, 4
1460, swamp, minecraft:mangrove_swamp, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1461, swamp, minecraft:mangrove_swamp, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1462, swamp, minecraft:mangrove_swamp, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1463, swamp, minecraft:mangrove_swamp, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1464, swamp, minecraft:mangrove_swamp, AMBIENT, alexsmobs:fly, 10, 2, 3
1465, swamp, minecraft:mangrove_swamp, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1466, swamp, minecraft:mangrove_swamp, WATER_CREATURE, alexsmobs:mantis_shrimp, 15, 1, 4
1467, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1468, forest, regions_unexplored:maple_forest, MONSTER, graveyard:revenant, 25, 5, 8
1469, forest, regions_unexplored:maple_forest, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1470, forest, regions_unexplored:maple_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1471, forest, regions_unexplored:maple_forest, MONSTER, alexsmobs:farseer, 30, 1, 1
1472, forest, regions_unexplored:maple_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
1473, forest, regions_unexplored:maple_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1474, forest, regions_unexplored:maple_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1475, forest, regions_unexplored:maple_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1476, forest, regions_unexplored:maple_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1477, forest, regions_unexplored:maple_forest, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1478, forest, regions_unexplored:maple_forest, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1479, forest, regions_unexplored:maple_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
1480, forest, regions_unexplored:maple_forest, CREATURE, alexsmobs:crow, 10, 3, 5
1481, forest, regions_unexplored:maple_forest, CREATURE, alexsmobs:blue_jay, 16, 2, 4
1482, forest, regions_unexplored:maple_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1483, forest, regions_unexplored:maple_forest, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1484, forest, regions_unexplored:maple_forest, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1485, forest, regions_unexplored:maple_forest, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1486, forest, regions_unexplored:maple_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
1487, forest, regions_unexplored:maple_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1488, forest, regions_unexplored:maple_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1489, forest, regions_unexplored:mauve_hills, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1490, forest, regions_unexplored:mauve_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1491, forest, regions_unexplored:mauve_hills, MONSTER, alexsmobs:farseer, 30, 1, 1
1492, forest, regions_unexplored:mauve_hills, MONSTER, alexsmobs:murmur, 10, 1, 1
1493, forest, regions_unexplored:mauve_hills, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1494, forest, regions_unexplored:mauve_hills, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1495, forest, regions_unexplored:mauve_hills, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1496, forest, regions_unexplored:mauve_hills, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1497, forest, regions_unexplored:mauve_hills, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1498, forest, regions_unexplored:mauve_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
1499, forest, regions_unexplored:mauve_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
1500, forest, regions_unexplored:mauve_hills, CREATURE, alexsmobs:crow, 10, 3, 5
1501, forest, regions_unexplored:mauve_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
1502, forest, regions_unexplored:mauve_hills, CREATURE, alexsmobs:skunk, 10, 1, 2
1503, forest, regions_unexplored:mauve_hills, CREATURE, alexsmobs:blue_jay, 16, 2, 4
1504, forest, regions_unexplored:mauve_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1505, forest, regions_unexplored:mauve_hills, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1506, forest, regions_unexplored:mauve_hills, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1507, forest, regions_unexplored:mauve_hills, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1508, forest, regions_unexplored:mauve_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
1509, forest, regions_unexplored:mauve_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1510, forest, regions_unexplored:mauve_hills, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1511, extreme_hills, minecraft:meadow, MONSTER, graveyard:nightmare, 10, 1, 1
1512, extreme_hills, minecraft:meadow, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1513, extreme_hills, minecraft:meadow, MONSTER, alexsmobs:farseer, 30, 1, 1
1514, extreme_hills, minecraft:meadow, MONSTER, alexsmobs:murmur, 10, 1, 1
1515, extreme_hills, minecraft:meadow, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1516, extreme_hills, minecraft:meadow, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1517, extreme_hills, minecraft:meadow, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1518, extreme_hills, minecraft:meadow, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1519, extreme_hills, minecraft:meadow, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1520, extreme_hills, minecraft:meadow, CREATURE, alexsmobs:hummingbird, 19, 7, 7
1521, extreme_hills, minecraft:meadow, CREATURE, alexsmobs:sunbird, 10, 1, 1
1522, extreme_hills, minecraft:meadow, CREATURE, alexsmobs:raccoon, 10, 2, 4
1523, extreme_hills, minecraft:meadow, CREATURE, alexsmobs:crow, 10, 3, 5
1524, extreme_hills, minecraft:meadow, CREATURE, alexsmobs:gelada_monkey, 10, 9, 12
1525, extreme_hills, minecraft:meadow, CREATURE, alexsmobs:bison, 10, 6, 10
1526, extreme_hills, minecraft:meadow, CREATURE, ars_nouveau:drygmy, 10, 1, 2
1527, extreme_hills, minecraft:meadow, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
1528, extreme_hills, minecraft:meadow, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
1529, extreme_hills, minecraft:meadow, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
1530, extreme_hills, minecraft:meadow, AMBIENT, alexsmobs:fly, 10, 2, 3
1531, extreme_hills, minecraft:meadow, AMBIENT, alexsmobs:cockroach, 10, 5, 5
1532, extreme_hills, minecraft:meadow, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
1533, none, regions_unexplored:meadow, MONSTER, graveyard:nightmare, 10, 1, 1
1534, none, regions_unexplored:meadow, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
1535, none, regions_unexplored:meadow, MONSTER, alexsmobs:centipede_head, 10, 1, 1
1536, none, regions_unexplored:meadow, MONSTER, alexsmobs:farseer, 30, 1, 1
1537, none, regions_unexplored:meadow, MONSTER, alexsmobs:murmur, 10, 1, 1
1538, none, regions_unexplored:meadow, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
1539, none, regions_unexplored:meadow, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
1540, none, regions_unexplored:meadow, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
1541, none, regions_unexplored:meadow, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
1542, none, regions_unexplored:meadow, MONSTER, fromtheshadows:nehemoth, 10, 1, 1
1543, none, regions_unexplored:meadow, CREATURE, alexsmobs:raccoon, 10, 2, 4
1544, none, regions_unexplored:meadow, CREATURE, alexsmobs:crow, 10, 3, 5
